NOM_CODIGO|NOM_DENOMINACION
621748|GABAPENTINA SANDOZ 400 MG CAPSULAS DURAS , 500 CAPSULAS
621755|GABAPENTINA FLUOXCOMB ®  300 MG CAPSULAS , 500 CAPSULAS
621763|SIMVASTATINA QUALIGEN 40 MG 500 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
621771|DOXAZOSINA RATIOPHARM  4 MG  COMPRIMIDOS , 500 COMPRIMIDOS
621789|PENTAZOCINA FIDES INYECTABLE , 1 ENVASE DE 50 AMPOLLAS
621797|PRECOPEN COMPRIMIDOS 500 COMPRIMIDOS
621805|GELOFENO 600MG 500 COMPRIMIDOS
621813|NEO BACITRIN 0,5% POLVO 1 FRASCO DE 200 G
621821|TACRON 500MG  500 COMPRIMIDOS
621862|IOMERON 300 61.24G 1 FRASCO 500ML
621870|IOMERON 350 71.44G 1 FRASCO 500ML
621888|DIFLUCAN 2MG/ML SOLUCION PARA PERFUSION INTRAVENOSA, 15 VIALES DE 200 ML
621896|EURADAL 5 MG   500 COMPRIMIDOS RECUBIERTOS,
621904|CARDURAN NEO 4 MG   500 COMPRIMIDOS DE LIBERACION MODIFICADA
621912|CLORURO SODICO 0,9% SERRA PAMIES100 AMP 5ML
621920|CLORURO SODICO 0.9% SERRA PAMIES 100 AMP 10ML
621946|AMOXICILINA/ACIDO CLAVULANICO CUVE  875/125 MG   500 COMPRIMIDOS RECUBIERTOS EFG
622019|AMOXICILINA/ACIDO CLAVULANICO CUVE 500/125 MG COMPRIMIDOS RECUBIERTOS , 500 COMPRIMIDOS
622050|PRESDETEN 10 MG  500 COMPRIMIDOS
622100|AMCHAFIBRIN 500MG SOLUCION INYECTABLE  100 AMPOLLAS
622118|DURACEF 250MG 500 SOBRES
622126|DURACEF 500MG 500 COMPRIMIDOS
622134|IMPRONTAL 10 MG CAPSULAS DURAS 500 CAPSULAS
622142|IMPRONTAL 20 MG CAPSULAS DURAS , 500 CAPSULAS
622159|IMPRONTAL SUPOSITORIOS 100 SUPOSITORIOS
622167|NEATENOL 100 MG   500 COMPRIMIDOS
622175|FENITOINA KERN PHARMA 50 MG/ML SOLUCION INYECTABLE 50 SOL
622183|PAROXETINA MUNDOGEN   20 MG    500 COMPRIMIDOS RECUBIERTO CON PELICULA EFG
622191|LISINOPRIL QUALIGEN  20 MG   500 COMPRIMIDOS
622209|ESPIDIFEN 400MG 480 COMPRIMIDOS RECUBIERTOS
622217|SAETIL 400 MG 480 COMPRIMIDOS RECUBIERTOS
622225|FAMOTIDINA RANBAXY 20 MG 500 COMPRIMIDOS
622241|DOXAZOSINA RATIOPHARM 2 MG COMPRIMIDOS , 500 COMPRIMIDOS
622258|AMOXICILINA/ACIDO CLAVULANICO ARDINECLAV  875/125 MG POLVO PARA SUSPENSION ORAL, 500 SOBRES
622266|GELOCATIL 1 G SOLUCION ORAL , 500 SOBRES
622274|BAS-DEXTRAN GLUCOSADO 500ML 10 FRASCOS
622290|BICARBONATO SODICO 1/6M 250ML 10 FRASCOS
622324|GLUCOSADO 5% BRAUN SOLUCION PARA PERFUSION , 10 FRASCOS X 500ML
622332|GLUCOSADO 10% BRAUN SOLUCION, 10 FRASCOS DE 500 ML
622365|OSMOFUNDINA 250ML 20 FRASCOS PLASTICO
622373|OSMOFUNDINA CONCENTRADA 250ML 20 FRASCOS P
622381|PERITOFUNDINA GLUCOSADA CONCENTRADA,  10 FRASCOS DE 1000 ML
622399|PERITOFUNDINA GLUCOSADA, 10 FRASCOS DE 1000 ML
622407|PERITOFUNDINA POTASICA 10 FRASCOS DE 1000 ML
622415|SOLUCION ISOTONICA DE CLORURO SODICO,  10 FRASCOS X 500 ML
622431|GLUCOSALINO HIPOSODICO BRAUN, 10 FRASCOS DE 500 ML
622449|GLUCOSALINO 10% BRAUN, 10 FRASCOS DE 500 ML
622456|ESTEROFUNDINA SOLUCION PARA PERFUSION , 10 X 500 ML
622464|ESTEROFUNDINA C GLUCOSA , 10 FRASCOS DE 500 ML
622472|CITALOPRAM RANBAXY 20 MG   500 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
622480|ESTEROFUNDINA DE BALANCE, 10 FRASCOS DE 500 ML
622498|GABAPENTINA RATIOPHARM 800 MG 500 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
622514|QUINAPRIL CINFAMED 20 MG 500 COMPRIMIDOS EFG
622555|SOLUCION LACTATO RINGER HARTMANN, 10 FRASCOS DE 500 ML
622589|GLUCOSALINO BRAUN 5% , 10 FRASCOS DE 500 ML
622597|SOLUCION ISOTONICA DE CLORURO SODICO,  10 FRASCOS X 1000 ML
622605|LISINOPRIL SANDOZ 20 MG COMPRIMIDOS , 500 COMPRIMIDOS
622613|GLUCOSADO 5% BRAUN SOLUCION PARA PERFUSION , 20 FRASCOS X 250 ML
622621|GLUCOSADO 5% BRAUN SOLUCION PARA PERFUSION , 10 FRASCOS X 1000ML
622639|GLUCOSALINO BRAUN 5% , 20 FRASCOS DE 250 ML
622647|GLUCOSALINO BRAUN 5% , 10 FRASCOS DE 1000 ML
622654|GLUCOSADO 10% BRAUN SOLUCION, 20 FRASCOS DE 250 ML
622662|SOLUCION LACTATO RINGER HARTMANN, 20 FRASCOS DE 250 ML
622670|SOLUCION LACTATO RINGER HARTMANN, 10 FRASCOS DE 1000 ML
622704|GLUCOSALINO 10% BRAUN, 20 FRASCOS DE 250 ML
622712|ESTEROFUNDINA SOLUCION PARA PERFUSION , 20 X 250 ML
622720|ESTEROFUNDINA SOLUCION PARA PERFUSION , 10 X 1000 ML
622779|OSMOFUNDINA 500ML 10 FRASCOS P
622787|OSMOFUNDINA CONCENTRADA 500ML 10 FRASCOS P
622811|GLUCOSALINO HIPOSODICO BRAUN, 20 FRASCOS DE 100 ML
622829|QUINAPRIL CINFA 20 MG 500 COMPRIMIDOS EFG
622837|PARACETAMOL KERN PHARMA 650 MG 500 COMPRIMIDOS EFG
622845|DOLINTOL 20 MG CAPSULAS, 500 CAPSULAS
622852|RAMIPRIL SANDOZ  2,5 MG    500 COMPRIMIDOS EFG
622878|LEVULOSALINO ISOTONICO BRAUN 1000ML 10 FCS
622886|LEVULOSALINO ISOTONICO BRAUN 500ML 10F
622894|LEVULOSALINO ISOTONICO BRAUN 250ML 20 FRAS
622902|GLUCOSA 40% BRAUN 1000ML 10 FRASCOS
622910|GLUCOSA 40% BRAUN 500ML 10 FRASCOS
622928|FISIOLOGICO BRAUN, 20 FRASCOS X 50 ML
622936|FISIOLOGICO BRAUN, 10 FRASCOS X 500 ML
622944|GLUCOSALINO ISOTONICO BRAUN, 20 FRASCOS DE 250 ML
622951|GLUCOSALINO ISOTONICO BRAUN, 10 FRASCOS DE 500 ML
622969|GLUCOSALINO ISOTONICO BRAUN, 10 FRASCOS DE 1000 ML
622977|GLUCOSADO 5% BRAUN SOLUCION PARA PERFUSION , 20 FRASCOS X 50 ML
622985|GLUCOSA 20% BRAUN 500ML 10 FRASCOS
622993|GLUCOSADA FRASCOS PARA PERFUSION 10
623009|GLUCOSA 20% BRAUN 1000ML 10 FRASCOS
623017|FISIOLOGICO BRAUN, 20 FRASCOS X 250 ML
623025|SOLUCION ISOTONICA DE CLORURO SODICO,  20 FRASCOS X 100 ML
623033|AMOXICILINA BEECHAM 250 MG CAPSULAS , 500 CAPSULAS
623066|SIMVASTATINA MIDY 20MG 500 COMPRIMIDOS
623074|LISINOPRIL SANDOZ  5 MG COMPRIMIDOS , 500 COMPRIMIDOS
623082|GENTAMEDICAL VIAL (LIQUIDO) 100
623090|GENTAMEDICAL VIAL (LIQUIDO) 100
623108|GENTAMEDICAL VIAL (LIQUIDO) 100
623116|AMOXIMEDICAL COMPRIMIDOS 500
623173|LYSINOTOL 900MG 500 SOBRES MONODOSIS
623181|CEFOTAXIMA GENERIS 1 G POLVO PARA SOLUCION INYECTABLE I.V., 100 VIALES
623199|DEFLAZACORT SANDOZ 30 MG 500 COMPRIMIDOS EFG
623207|RAMIPRIL SANDOZ  5 MG   500 COMPRIMIDOS
623215|CEFOTAXIMA DOMAC 1 G POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE I.V., 100 VIALES + 100 AMPOLLAS
623223|CEFOTAXIMA DOMAC 1 G POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE IM, 100 VIALES + 100 AMPOLLAS
623231|CEFOTAXIMA DOMAC 2 G POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE, 50 VIALES + 50 AMPOLLAS
623280|AMPIPLUS 500 CAPSULAS
623298|MIDAZOLAM SALA 15MG/3ML SOL. INY. 50 AMPOLLAS
623470|RANITIDINA LAREQ 300 MG 500 COMPRIMIDOS RECUBIERTOS
623488|GELOFENO 400 MG 500 COMPRIMIDOS
623496|LEXATIN 3 MG CAPSULAS, 500 CAPSULAS
623504|LOVASTATINA BEXAL 20 MG COMPRIMIDOS, 500 COMPRIMIDOS
623512|RANITIDINA LAREQ 150MG  500 COMPRIMIDOS RECUBIERTOS
623520|DOLOCATIL 650 MG SOLUCION ORAL , 500 SOBRES
623538|SOMATOSTATINA COMBINO PHARM  0.25 MG , 25 AMPOLLAS LIOFILIZADO+25 AMPOLLAS DE DISOLVENTE
623546|SOMATOSTATINA COMBINO PHARM  3 MG , 25 AMPOLLAS LIOFILIZADO+25 DISOLVENTE
623553|MENINGITEC SUSPENSION PARA INYECCION 10
623561|LOVASTATINA BEXAL 40 MG COMPRIMIDOS, 500 COMPRIMIDOS
623579|LOVASTATINA QUALIGEN 20 MG 500 COMPRIMIDOSEFG
623587|LOVASTATINA LAREQ 20 MG COMPRIMIDOS EFG
623595|LOVASTATINA VIR 20 MG 500 COMPRIMIDOS
623603|FLUOXETINA CENINTER 20 MG CAPSULAS DURAS, 500 CAPSULAS DURAS
623611|DOBUTAMINA INIBSA 250MG/20 ML, 50 AMPOLLAS DE 20ML
623629|ALPRAZOLAM MABO 0,5MG   500 COMPRIMIDOS EFG
623637|CIPROFLOXACINO GENERICOS JUVENTUS 250 MG 500 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
623645|CIPROFLOXACINO GENERICOS JUVENTUS 500 MG 500 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
623652|CIPROFLOXACINO GENERICOS JUVENTUS 750 MG 500 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
623660|MONONITRATO DE ISOSORBIDA SANDOZ 40 MG   500 COMPRIMIDOS
623678|MONONITRATO DE ISOSORBIDA SANDOZ 20 MG   500 COMPRIMIDOS
623686|VIOXX 25MG 500 COMPRIMIDOS
623702|AMOXICILINA NORMON 250MG/5ML 20 X120 ML
623710|AMOXICILINA/ACIDO CLAVULANICO STADA  500/125 MG COMPRIMIDOS, 500 COMPRIMIDOS
623728|LOVASTATINA CINFA 40 MG COMPRIMIDOS , 500 COMPRIMIDOS
623736|LOVASTATINA CINFA 20 MG COMPRIMIDOS, 500 COMPRIMIDOS
623744|CEFOTAXIMA DOMAC 250 MG POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE, 100 VIALES + 100 AMPOLLAS
623751|COLESVIR 20 MG 500 COMPRIMIDOS
623769|TRAMADOL LANALGET 100 MG 500  COMPRIMIODS DE LIBERACION PROLONGADA EFG
623777|TRAMADOL LANALGET 150 MG 500 COMPRIMIDOS DE LIBERACION PROLONGADA EFG
623785|GABAPENTINA RATIOPHARM 400 MG CAPSULAS DURAS, 500 CAPSULAS
623793|TRAMADOL LANALGET 200 MG 500 COMPRIMIDOS DE LIBERACION PROLONGADA
623801|GABAPENTINA MELITA 800 MG 500 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
623819|VALIUM 10 MG 500 COMPRIMIDOS
623827|CITIGES 2 MG/ML SOLUCION PARA PERFUSION, 50 BOLSAS DE 200 ML
623835|ONSUKIL  0,05 MG   30 COMPRIMIDOS
623850|MIKELAN 5 MG   500 COMPRIMIDOS
623876|DECADRAN 4MG/ML 25 VIALES 2ML
623884|ALDOMET 250 MG   500 COMPRIMIDOS RECUBIERTOS
623892|INACID 25 MG CAPSULAS , 500 CAPSULAS
623900|INACID 100MG 100 SUPOSITORIOS
623918|CEFONICID ALTER 1 G SOLUCION INYECTABLE INTRAMUACULAR, 100 INYEC 2,5ML EFG
623934|CEFONICID ALTER 1G IV 100 INYEC 2,5ML EFG
623942|MEFOXITIN IV 1G 100 INYECTABLES
623959|MEFOXITIN IM 1G 100 INYECTABLES
623967|MEFOXITIN IV 2G 50 INYECTABLES
623991|INACID 50MG 100 SUPOSITORIOS
624007|TRYPTIZOL 25 MG   500 COMPRIMIDOS RECUBIERTOS CON PELICULA
624015|TRYPTIZOL 75 MG   500 COMPRIMIDOS RECUBIERTOS CON PELICULA
624023|EZETROL 10 MG 100 COMPRIMIDOS
624049|ABSORCOL 10MG 100 COMPRIMIDOS
624056|GABAPENTINA PHARMACIA 600MG 500 COMPRIMIDOS RECUBIERTOS  PELIC EFG
624064|NOROXIN 400 MG 500 COMPRIMIDOS RECUBIERTOS CON PELICULA
624072|GABAPENTINA COMBIX 600 MG 500 COMPRIMIDOS RECUBIERTOS EFG
624080|OMEPRAZOL MABO 20MG CAPSULAS, 500 CAPSULAS
624098|ENALAPRIL EDIGEN  5 MG   500 COMPRIMIDOS EFG
624106|ENALAPRIL EDIGEN  20 MG   500 COMPRIMIDOS EFG
624114|ATERKEY 20MG 500 COMPRIMIDOS
624122|MONONITRATO DE ISOSORBIDA NORMON 20 MG   500 COMPRIMIDOS,
624130|MONONITRATO DE ISOSORBIDA NORMON 40 MG   500 COMPRIMIDOS
624148|MIDAZOLAM COMBINO PHARM 5MG/ML SOLUCION INYECTABLE, 50 AMPOLLAS DE 3 ML
624155|FLUOXETINA DEXTER 20 MG CAPSULAS DURAS, 500 CAPSULAS
624163|MIDAZOLAM DIASA 5 MG/ML  SOLUCION INYECTABLE, 50 AMPOLLAS DE 3ML
624171|TAMOXIFENO EDIGEN 10 MG 500 COMPRIMIDOS EFG
624189|TAMOXIFENO EDIGEN 20 MG 500 COMPRIMIDOS EFG
624197|TAMOXIFENO ELFAR 10 MG COMPRIMIDOS, 500 COMPRIMIDOS
624205|CEFOTAXIMA DOMAC 500 MG POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE, 100 VIALES + 100 AMPOLLAS
624213|GABAPENTINA RATIOPHARM 300 MG CAPSULAS DURAS,500 CAPSULAS
624221|CEFTRIAXONA SALA 2G IV 100 VIAL POLVO SOL INY
624239|CEFTRIAXONA SALA IG IV 100 INY 10ML
624247|FLUCONAZOL UR 200 MG CAPSULAS, 100 CAPSULAS
624254|FLUCONAZOL ELFAR 200 MG CAPSULAS, 100 CAPSULAS
624262|BRONGENIT 400/80 500 CAPSULAS
624270|GENCEFAL NORMAL 500 MG 50 INYECTABLES
624288|GENCEFAL FUERTE 1000 MG 50 INYECTABLES
624296|FLUCONAZOL ELFAR 50 MG CAPSULAS, 500 CAPSULAS
624304|FLUCONAZOL ELFAR 100 MG CAPSULAS, 100 CAPSULAS
624312|YACESAL 10 MG 500 COMPRIMIDOS
624320|RIFAGEN 300 MG 500 CAPSULAS
624338|TAMOXIFENO UR 10 MG 500 COMPRIMIDOS EFG
624346|TAMOXIFENO UR 20 MG 500 COMPRIMIDOS EFG
624361|GABAPENTINA PHARMACIA  800MG 500 COMPRIMIDOS RECUBIERTOS PELIC EFG
624379|BIPRETERAX   4 MG/1,25 MG    100 COMPRIMIDOS
624411|FLUOXETINA RUBIO 20 MG CAPSULAS DURAS 500 CAPSULAS
624429|CEFOTAXIMA GENERIS 2 G POLVO PRA SOLUCION INYECTABLE, 100 VIALES
624437|MIDAZOLAM NORMON 15 MG/3 ML SOLUCION INYECTABLE , 50 AMPOLLAS DE 3 ML
624445|LECIBRAL  20 MG    500 COMPRIMIDOS
624452|CILLIMICINA  600 AMPOLLAS, 100 AMPOLLAS DE 2 ML
624460|AMOXI-GOBENS 500MG 500 CAPSULAS
624478|CEFALEXGOBENS 250MG 500 CAPSULAS
624486|CEFALEXGOBENS 500 CAPSULAS, 500 CAPSULAS
624502|CEFOTAXIMA GENERIS 250 MG POLVO PARA SOLUCION INYECTABLE, 100 VIALES
624510|CEFOTAXIMA GENERIS 500 MG POLVO PARA SOLUCION INYECTABLE, 100 VIALES
624536|AXIAGO 20 MG COMPRIMIDOS GASTRORRESISTENTES , 100 COMPRIMIDOS
624569|ESTREPTOMICINA NORMON 1G INYECTABLE, 100 VIALES + 100 AMPOLLAS
624577|GENTA-GOBENS 240 INYECTABLE; 50 VIALES
624593|GENTA GOBENS 20 MG/ML, 100 VIALES DE 2 ML
624601|GENTA GOBENS 40 MG/ML, 100 VIALES DE 2 ML
624619|GOBEMICINA "250 MG" INYECTABLE, 100 VIALES + 100 AMPOLLAS
624627|GOBEMICINA "500 MG" INYECTABLE, 100 VIALES + 100 AMPOLLAS
624635|GOBEMICINA "1G" INYECTABLE, 100 VIALES + 100 AMPOLLAS
624643|CIPROFLOXACINO RATIOPHARM 250 MG 500 COMPRIMIDOS RECUBIERTOS
624650|CIPROFLOXACINO RATIOPHARM 500 MG 500 COMPRIMIDOS RECUBIERTOS EFG
624668|CIPROFLOXACINO RATIOPHARM 750 MG 500 COMPRIMIDOS RECUBIERTOS EFG
624676|AXIAGO  40 MG COMPRIMIDOS GASTRORRESISTENTES , 100 COMPRIMIDOS
624684|NEURONTIN NEURONTIN 600 MG 500 COMPRIMIDOS RECUBIERTOS CON PELICULA
624692|NEOPLATIN 25 VIALES 50 MG/50 ML  SOL INY
624700|NORMOFENICOL 500 MG 100 INYECTABLES
624726|NORMOFENICOL 250MG 500 CAPSULAS
624734|NORMONSONA  5 MG   500 COMPRIMIDOS
624742|OMEPRAZOL EDIGEN 20 MG CAPSULAS, 500 CAPSULAS
624759|NAPROXENO BIOGEN IDEC 500 MG GRANULADO , 500 SOBRES
624767|YACESAL 20 MG 500 COMPRIMIDOS
624775|NAPROXENO DEXTER 500MG 500 COMPRIMIDOS
624783|NAPROXENO ESTEVE 500MG 500 COMPRIMIDOS
624791|NAPROXENO ESTEVE QUIMICA  500 MG GRANULADO , 500  SOBRES
624809|METAMIZOL NORMON 2 G/5 ML SOLUCION INYECTABLE , 100
624817|METAMIZOL NORMON 575MG CAPSULAS, 500 CAPSULAS
624825|ADIRO 300MG 500 COMPRIMIDOS RECUBIERTOS
624833|ADIRO 100MG 500 COMPRIMIDOS RECUBIERTOS
624841|NEXIUM MUPS  20 MG   100 COMPRIMIDOS
624858|NEXIUM MUPS  40 MG   100  COMPRIMIDOS
624866|NORFLOXACINO BEXAL 400 MG 500 COMPRIMIDOS EFG
624874|LIPOSCLER 40 MG COMPRIMIDOS , 500 COMPRIMIDOS
624882|TAMOXIFENO ELFAR 20 MG COMPRIMIDOS, 500 COMPRIMIDOS
625004|GOBEMICINA RETARD 750 INYECTABLE, 100 INYECTABLES
625012|GOBEMICINA RETARD 1500  INYECTABLE, 100 INYECTABLES
625020|NOLOTIL 2G SOLUCION ORAL, 100 FRASCOS
625038|FLUCONAZOL ELFAR 150 MG CAPSULAS, 100 CAPSULAS
625046|FLUCONAZOL UR 50 MG CAPSULAS, 500 CAPSULAS
625053|FLUCONAZOL UR 100 MG CAPSULAS, 100 CAPSULAS
625061|AMOXI-GOBENS 250 SUSPENSION, 500 SOBRES
625079|TEDICUMAR 5 MG  500 COMPRIMIDOS
625087|GOBEMICINA 500 MG CAPSULAS 500
625095|GOBENS TRIM COMPRIMIDOS 500
625103|FLUCONAZOL UR 150 MG CAPSULAS, 100 CAPSULAS
625111|TOBRA-GOBENS "50" INYECTABLE, 100 VIALES DE 2 ML
625129|TOBRA-GOBENS "100" INYECTABLE, 100 VIALES DE 2 ML
625137|LURAMON 20 MG  CAPSULAS DURAS, 500 CAPSULAS
625145|NEOPLATIN  10 VIALES 100 MG/100ML SOL INY
625152|AMOXI-GOBENS 1G INYECTABLE, 100 INYECTABLES
625160|DIAZEPAN NORMON 5 MG 500 COMPRIMIDOS
625186|CROMER ORTO 125ML SOLUCION 20 FRASCOS
625194|GOBENS-TRIM 200/40 100ML SUSPENSION 20 FCO
625202|ERITROGOBENS TABLETAS, 500 MG 500 COMPRIMIDOS RECUBIERTOS
625210|ERITROGOBENS SUSPENSION, 20 FRASCOS CON 100 ML
625228|SECABIOL SOLUCION, 20 FRASCOS CON 40 ML
625236|CEFALOTINA NORMON 1 G INYECTABLE, 100 VIALES + 100 AMPOLLAS
625244|KURGAN 250 100 VIALES + 100 AMPOLLAS
625251|KURGAN "500", 100 VIALES + 100 AMPOLLAS
625269|KURGAN 1G; 100 VIALES + 100 AMPOLLAS
625277|KURGAN 1 G I.V., 100 VIALES + 100 AMPOLLAS
625293|GOBEMICINA 250 250MG 500 CAPSULAS
625301|AMIKACINA NORMON 125MG /2ML SOLUCION INYECTABLE, 50 VIALES
625319|AMIKACINA NORMON 250MG /2ML SOLUCION INYECTABLE, 50 VIALES
625327|AMIKACINA NORMON 500MG /2ML SOLUCION INYECTABLE, 50 VIALES
625335|PRETERAX   2 MG/0,625 MG    100 COMPRIMIDOS
625343|ZOLPIDEM PHARMAGENUS 10 MG 500 COMPRIMIDOS EFG
625350|ZOLPIDEM CINFA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
625368|DIAMICRON 30 MG 100 COMPRIMIDOS DE LIBERACION MODIFICADA
625376|TERTENSIF RETARD 1,5 MG  100 COMPRIMIDOS CON CUBIERTA PELICULAR DE LIBERACION PROLONGADA
625384|OMEPRAZOL GENERICOS JUVENTUS 20 MG CAPSULAS , 500 CAPSULAS
625392|TEDICUMAR 1 MG   500 COMPRIMIDOS
625400|TEDICUMAR 3 MG   500 COMPRIMIDOS
625418|VENTOLIN 100 µG SUSPENSION PARA INHALACION EN ENVASE A PRESION , 100 AEROSOLES DE 200 APLICACIONES
625426|CLOXACILINA COMBINO PHARM 500MG/VIAL 100 INYEC EFG
625434|CLOXACILINA COMBINO PHARM 1G/VIAL 100 INYECT EFG
625442|DOXAZOSINA SANDOZ 2 MG COMPRIMIDOS, 500 COMPRIMIDOS
625459|LORAZEPAM NORMON 1 MG 500 COMPRIMIDOS EFG
625467|GIROFLOX, 2MG/ML, SOLUCION PARA PERFUSION INTRAVENOSA 20
625475|FENITOINA SANDOZ 50MG/ML, SOLUCION INYECTABLE 50 X 5 ML
625483|NEURONTIN 300MG CAPSULAS, 500 CAPSULAS
625491|DOXAZOSINA SANDOZ 4 MG COMPRIMIDOS, 500 COMPRIMIDOS
625509|CEOXX 50 MG COMPRIMIDOS, 500 COMPRIMIDOS
625517|ATERKEY 40MG 500 COMPRIMIDOS
625525|ACICLOVIR G.E.S. 250MG POLVO PARA SOLUCION PARA PERFUSION, 50 VIALES
625533|TRIFLUSAL UR 300 MG CAPSULAS, 500 CAPSULAS
625541|TRAMADOL G.L. PHARMA 200 MG 500 COMPRIMIDOS DE LIBERACION PROLONGADA EFG
625558|SYMBICORT TURBUHALER 80 MICROGRAMOS/4,5 MICROGRAMOS POLVO PARA INHALACION , 18 X 120 DOSIS
625574|ORFIDAL 1 MG   500 COMPRIMIDOS
625582|LORAMET 1 MG 500 COMPRIMIDOS
625632|A. ACETILSALICILICO DIVISER 500MG 500 COMP
625681|IBUPROFENO NORMON 400MG 500 COMPRIMIDOS RECUBIERTOS EFG
625699|LISINOPRIL NORMON 20MG 500 COMPRIMIDOS
625772|GELODROX SUSPENSION ORAL 500 SOBRES
625798|AMOXICILINA/ACIDO CLAVULANICO ARDINECLAV  500/125 MG   500 COMPRIMIDOS RECUBIERTOS EFG
625871|MEVASTEROL 40MG 500 COMPRIMIDOS
625889|CEFUROXIMA SALA 750MG 100 INY 6ML
625897|LISINOPRIL/HIDROCLOROTIAZIDA RATIOPHARM   20/12.5 MG    500 COMPRIMIDOS
625905|KLACID 500 COMPRIMIDOS , 500 COMPRIMIDOS
625913|JOSAMINA 500 MG 500 COMPRIMIDOS
625921|NIALEN 400 MG 500 COMPRIMIDOS RECUBIERTOS
625939|NIALEN 500MG 100 SUPOSITORIOS
625947|DOLOCATIL 500MG 500 COMPRIMIDOS (BLISTER)
625954|AMOXYPLUS 250/62,5 500 SOBRES MONODOSIS
625962|AMOXIPLUS 500/125 500 SOBRES MONODOSIS
625988|PEDIAPIRIN INFANTIL 200MG 250 SUPOSITORIOS NINOS
625996|GENTAMICINA BRAUN 3 MG/ML 20 ENVASES DE 100ML SOLUCION PARA PERFUSION
626010|TOBRAMICINA BRAUN 3 MG/ML SOLUCION PARA PERFUSION INTRAVENOSA, 20 X100ML  SOLUCION
626036|AMOXICILINA/ACIDO CLAVULANICO IPS 1G/200MG POLVO PARA SOLUCION INYECTABLE , 100 VIALES
626044|CEFONICID ALTER GENERI 1G IV 100 IN 2,5ML
626051|AMOXIC/AC.CLAV SALA 1G/200MG 100 VI PO INY
626069|VIRHERPES 250 MG INYECTABLE 50 VIALES
626077|DOXICLAT 100 MG 500 COMPRIMIDOS RECUBIERTOS CON PELICULA
626085|CEFUROXIMA SALA 1500MG 50VIAL POLVO SOL INY
626093|VIAFLO GLUCOSA 5% Y CLORURO POTASICO 0,15% SOLUCION PARA PERFUSION INTRAVENOSA , 20 BOLSAS DE 500 ML
626101|PRESDETEN  5 MG    500 COMPRIMIDOS
626135|NORFLOK 400 MG  500 COMPRIMIDOS
626143|SOLUCION DE CLORURO POTASICO, 100 AMPOLLAS
626176|CARVEDILOL SANDOZ  6,25 MG   500 COMPRIMIDOS EFG
626200|TERRAMICINA GRAGEAS, 500 GRAGEAS
626218|VIAFLO GLUCOSA 5% Y CLORURO POTASICO 0,15% SOLUCION PARA PERFUSION INTRAVENOSA , 10 BOLSAS DE 1000 ML
626234|VIAFLO GLUCOSA 5% Y CLORURO POTASICO 0,3% SOLUCION PARA PERFUSION INTRAVENOSA , 20 BOLSAS DE 500 ML
626259|TERRAMICINA 250MG 500 CAPSULAS
626267|VIAFLO GLUCOSA 5% Y CLORURO POTASICO 0,3% SOLUCION PARA PERFUSION INTRAVENOSA , 10 BOLSAS DE 1000 ML
626275|VIBRACINA 100 CAPSULAS
626283|VIBRAVENOSA, 100 AMPOLLAS DE 5 ML
626291|FELDENE 20 MG CAPSULAS DURAS, 500 CAPSULAS
626309|FELDENE 20MG 100 SUPOSITORIOS
626325|LEVOTIROXINA SANOFI-SYNTHEL 100MCG 500 COMP
626366|XYLONOR 2% LEVARTERENOL 50 AMPOLLAS 2ML
626374|DIAZEPAN PRODES 5 MG 500 COMPRIMIDOS
626382|DIAZEPAN PRODES 10 MG 500 COMPRIMIDOS
626390|DIAZEPAN PRODES 25MG 500 COMPRIMIDOS
626408|DIAZEPAN PRODES 10MG 100 AMPOLLAS 2ML
626416|LEVOTIROXINA SANOFI-SYNTHEL 125MCG 500 COMP
626424|CIPRALEX 10 MG    500 COMPRIMIDOS CON CUBIERTA PELICULAR
626432|CIPROCTAL 250 MG 500 COMPRIMIDOS RECUBIERTOS CON PELICULA
626440|CIPROCTAL 500 MG 500 COMPRIMIDOS RECUBIERTOS CON PELICULA
626457|CIPROCTAL 750 MG 500 COMPRIMIDOS RECUBIERTOS CON PELICULA
626465|MIRTAZAPINA RATIOPHARM 45 MG    500 COMPRIMIDOS EFG
626531|TEPAVIL 50 MG 500 COMPRIMIDOS
626556|MIRTAZAPINA RATIOPHARM 30 MG    500 COMPRIMIDOS  EFG
626564|LEVOTIROXINA SANOFI-SYNTHEL 150MCG 500 COMP
626572|ATRISCAL 300 MG 100 COMPRIMIDOS RECUBIERTOS CON PELICULA
626606|MIRTAZAPINA RATIOPHARM 15 MG   500 COMPRIMIDOS EFG
626622|LANSOPRAZOL BEXAL 15 MG CAPSULAS GASTRORRESISTENTES, 500 CAPSULAS GASTRORRESISTENTES
